ASV,Kingdom,Phylum,Class,Order,Family,Genus,Label
ASV07552,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,Bacteroidetes (o. Sphingobacteriales)
ASV07553,Bacteria,PAUC34f,,,,,Bacteria
ASV07554,Bacteria,Actinobacteria,Acidimicrobiia,,,,Actinobacteria (c. Acidimicrobiia)
ASV07555,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,,,Cyanobacteria (o. Gastranaerophilales)
ASV07556,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV07557,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07558,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07559,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospirae (g. Nitrospira)
ASV07560,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07561,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,Planctomycetes (f. Phycisphaeraceae)
ASV07562,Bacteria,Dependentiae,Babeliae,Babeliales,,,Dependentiae (o. Babeliales)
ASV07563,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
ASV07564,Bacteria,,,,,,Bacteria
ASV07565,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,,Chloroflexi (o. Ardenticatenales)
ASV07566,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,,Acidobacteria (f. Holophagaceae)
ASV07567,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV07568,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV07569,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV07570,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,,Nitrospirae (c. Thermodesulfovibrionia)
ASV07571,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,,Dependentiae (f. Vermiphilaceae)
ASV07572,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus_Jidaibacter,Proteobacteria (g. Jidaibacter)
ASV07573,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,Proteobacteria (f. Desulfarculaceae)
ASV07574,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,,Bacteroidetes (f. Sphingobacteriaceae)
ASV07575,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidetes (g. Bacteroides)
ASV07576,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV07577,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07578,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Proteobacteria (g. Sphingobium)
ASV07579,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
ASV07580,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV07581,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV07582,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadetes (f. Gemmatimonadaceae)
ASV07583,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Bacteroidetes (g. Cytophaga)
ASV07584,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,"Proteobacteria (f. Bdellovibrionaceae, OM27 clade)"
ASV07585,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadetes (f. Gemmatimonadaceae)
ASV07586,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,Proteobacteria (g. Bauldia)
ASV07587,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07588,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,,Dependentiae (f. Babeliaceae)
ASV07589,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV07590,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,,Actinobacteria (o. Solirubrobacterales)
ASV07591,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,Bacteroidetes (f. Flavobacteriaceae)
ASV07592,Bacteria,Latescibacteria,,,,,Latescibacteria
ASV07593,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Taeseokella,Bacteroidetes (g. Taeseokella)
ASV07594,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Proteobacteria (o. Rhodospirillales)
ASV07596,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,,,Cyanobacteria (o. Caenarcaniphilales)
ASV07597,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
ASV07598,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadetes (f. Gemmatimonadaceae)
ASV07599,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,Proteobacteria (f. Sandaracinaceae)
ASV07600,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,,Bacteroidetes (f. Microscillaceae)
ASV07601,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV07602,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,Planctomycetes (g. Schlesneria)
ASV07603,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV07604,Bacteria,Elusimicrobia,Elusimicrobia,Lineage_IV,,,Elusimicrobia (lineage IV)
ASV07605,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV07606,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV07607,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV07608,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV07609,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV07610,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07611,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV07612,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV07613,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Bacteroidetes (g. Hymenobacter)
ASV07614,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,Bacteroidetes (o. Sphingobacteriales)
ASV07615,Bacteria,Elusimicrobia,Lineage_IIb,,,,Elusimicrobia (lineage IIb)
ASV07616,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Schlesneria,Planctomycetes (g. Schlesneria)
ASV07617,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,Proteobacteria (g. Anaeromyxobacter)
ASV07618,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07619,Bacteria,Actinobacteria,Coriobacteriia,OPB41,,,Actinobacteria (c. Coriobacteriia)
ASV07620,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,Armatimonadetes (f. Fimbriimonadaceae)
ASV07621,Bacteria,Chloroflexi,JG30-KF-CM66,,,,Chloroflexi
ASV07622,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,,Proteobacteria (o. Betaproteobacteriales)
ASV07623,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07624,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Bacteroidetes (g. Segetibacter)
ASV07625,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Proteobacteria (f. Rhodanobacteraceae)
ASV07626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,Proteobacteria (f. Methyloligellaceae)
ASV07627,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07628,Bacteria,Chloroflexi,TK10,,,,Chloroflexi
ASV07629,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140,Chlamydiae (f. Simkaniaceae)
ASV07630,Bacteria,Verrucomicrobia,Verrucomicrobiae,S-BQ2-57_soil_group,,,Verrucomicrobia (c. Verrucomicrobiae)
ASV07631,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,Proteobacteria (g. Steroidobacter)
ASV07632,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV07633,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,,Proteobacteria (f. Methylophilaceae)
ASV07634,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Proteobacteria (g. Devosia)
ASV07635,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07636,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV07637,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-6802,Cyanobacteria (f. Pseudanabaenaceae)
ASV07638,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,Planctomycetes (f. Rubinisphaeraceae)
ASV07639,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Proteobacteria (g. Sphingobium)
ASV07640,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,Bacteroidetes (f. Rikenellaceae)
ASV07641,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,Verrucomicrobia (g. Roseibacillus)
ASV07642,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,,,Patescibacteria (o. Nomurabacteria)
ASV07643,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,Actinobacteria (o. Gaiellales)
ASV07644,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV07645,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,Proteobacteria (g. Alysiosphaera)
ASV07646,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Rudanella,Bacteroidetes (g. Rudanella)
ASV07647,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07648,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV07649,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,,Bacteroidetes (f. Spirosomaceae)
ASV07650,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,,Verrucomicrobia (f. Methylacidiphilaceae)
ASV07651,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,Planctomycetes (g. Fimbriiglobus)
ASV07652,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07653,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,Proteobacteria (g. Nannocystis)
ASV07654,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidetes (o. Bacteroidales)
ASV07655,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07656,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07657,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Proteobacteria (g. Peredibacter)
ASV07658,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Cryptanaerobacter,Firmicutes (g. Cryptanaerobacter)
ASV07659,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07660,Bacteria,,,,,,Bacteria
ASV07661,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,Chlamydiae (o. Chlamydiales)
ASV07662,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,,Bacteroidetes (f. Dysgonomonadaceae)
ASV07663,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,,,Patescibacteria (o. Peregrinibacteria)
ASV07664,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Proteobacteria (o. Rickettsiales)
ASV07665,Bacteria,,,,,,Bacteria
ASV07666,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07667,Bacteria,,,,,,Bacteria
ASV07668,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07669,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Actinobacteria (g. Gaiella)
ASV07670,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07671,Bacteria,Acidobacteria,Subgroup_18,,,,Acidobacteria
ASV07672,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Epsilonbacteraeota (g. Sulfuricurvum)
ASV07673,Bacteria,,,,,,Bacteria
ASV07674,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,Proteobacteria (f. Rickettsiaceae)
ASV07675,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV07676,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV07677,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV07678,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Euryarchaeota (g. Methanosarcina)
ASV07679,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07680,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,Kiritimatiellaeota (c. Kiritimatiellae)
ASV07681,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_1,Firmicutes (g. Ruminiclostridium)
ASV07682,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Proteobacteria (o. Myxococcales)
ASV07683,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV07684,Bacteria,Acidobacteria,Subgroup_15,,,,Acidobacteria
ASV07685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Firmicutes (g. Faecalibacterium)
ASV07686,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1,Firmicutes (g. Clostridium)
ASV07687,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,,,Proteobacteria (c. Deltaproteobacteria)
ASV07688,Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,,,Proteobacteria (c. Gammaproteobacteria)
ASV07689,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,Chlamydiae (o. Chlamydiales)
ASV07690,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,,Planctomycetes (o. Tepidisphaerales)
ASV07691,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-6802,Cyanobacteria (f. Pseudanabaenaceae)
ASV07692,Bacteria,Verrucomicrobia,Verrucomicrobiae,S-BQ2-57_soil_group,,,Verrucomicrobia (c. Verrucomicrobiae)
ASV07693,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Proteobacteria (g. Peredibacter)
ASV07694,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1,Proteobacteria (f. Caulobacteraceae)
ASV07695,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07696,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV07697,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07698,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07699,Bacteria,Acidobacteria,Blastocatellia,24-Nov,,,Acidobacteria (c. Blastocatellia)
ASV07700,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV07701,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,Bacteroidetes (g. Cytophaga)
ASV07702,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,Proteobacteria (g. Methylobacterium)
ASV07703,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07704,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Proteobacteria (g. Haliangium)
ASV07705,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,Proteobacteria (g. Psychroglaciecola)
ASV07706,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Proteobacteria (g. Hyphomicrobium)
ASV07707,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinobacteria (g. Actinoplanes)
ASV07708,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,Chloroflexi (c. Anaerolineae)
ASV07709,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,,Dependentiae (f. Vermiphilaceae)
ASV07710,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Gloeocapsaceae,Gleocapsa,Cyanobacteria (g. Gleocapsa)
ASV07711,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,,Proteobacteria (f. Methylomonaceae)
ASV07712,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,"Proteobacteria (f. Bdellovibrionaceae, OM27 clade)"
ASV07713,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,,Patescibacteria (c. Gracilibacteria)
ASV07714,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07715,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,,Bacteroidetes (o. Chitinophagales)
ASV07716,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV07717,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07718,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,,Verrucomicrobia (f. Methylacidiphilaceae)
ASV07719,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus_Jidaibacter,Proteobacteria (g. Jidaibacter)
ASV07720,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Verrucomicrobia (g. Chthoniobacter)
ASV07721,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_8,Firmicutes (g. Clostridium)
ASV07722,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,Proteobacteria (o. Betaproteobacteriales)
ASV07723,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,,,Chloroflexi (c. Anaerolineae)
ASV07724,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,,Proteobacteria (f. Midichloriaceae)
ASV07725,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,Chlamydiae (f. Parachlamydiaceae)
ASV07726,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07727,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,,Chloroflexi (c. Anaerolineae)
ASV07728,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07729,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,,,Proteobacteria (o. Acetobacterales)
ASV07730,Bacteria,Acidobacteria,Subgroup_22,,,,Acidobacteria
ASV07731,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,GWC2-45-44,,Planctomycetes (c. Phycisphaerae)
ASV07732,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,bac2nit3,,Proteobacteria (o. Rickettsiales)
ASV07733,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_NK4A214_group,Firmicutes (f. Ruminococcaceae)
ASV07734,Bacteria,,,,,,Bacteria
ASV07735,Bacteria,Omnitrophicaeota,,,,,Omnitrophicaeota
ASV07736,Bacteria,BRC1,,,,,Bacteria
ASV07737,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07738,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,Planctomycetes (f. Phycisphaeraceae)
ASV07739,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Proteobacteria (f. Rhodanobacteraceae)
ASV07740,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV07741,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,Bacteroidetes (g. Dinghuibacter)
ASV07742,Bacteria,Dependentiae,Babeliae,Babeliales,,,Dependentiae (o. Babeliales)
ASV07743,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Bacteroidetes (g. Phaeodactylibacter)
ASV07744,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,Proteobacteria (f. Micavibrionaceae)
ASV07745,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV07746,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,,Bacteroidetes (o. Bacteroidales)
ASV07747,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Firmicutes (g. Peptoclostridium)
ASV07748,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,Planctomycetes (f. Phycisphaeraceae)
ASV07749,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Chloroflexi (g. Anaerolinea)
ASV07750,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,Proteobacteria (f. Diplorickettsiaceae)
ASV07751,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07752,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,Proteobacteria (g. Silvanigrella)
ASV07753,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV07754,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07755,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07756,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV07757,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV07758,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV07759,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV07760,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07761,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV07762,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07763,Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,,,Proteobacteria (c. Gammaproteobacteria)
ASV07764,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07765,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
