ASV,Kingdom,Phylum,Class,Order,Family,Genus,Label
ASV07766,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,Proteobacteria (f. Desulfobulbaceae)
ASV07767,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas,Firmicutes (g. Parvimonas)
ASV07768,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,Proteobacteria (g. Anaeromyxobacter)
ASV07769,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV07770,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,,,Chlamydiae (o. Chlamydiales)
ASV07771,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV07772,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,Proteobacteria (g. Rhodovastum)
ASV07773,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV07774,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV07775,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,,Proteobacteria (f. Holosporaceae)
ASV07776,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV07777,Bacteria,Patescibacteria,Gracilibacteria,,,,Patescibacteria (c. Gracilibacteria)
ASV07778,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,,Proteobacteria (o. Rickettsiales)
ASV07779,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07780,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Proteobacteria (g. Sandaracinus)
ASV07781,Bacteria,Proteobacteria,Gammaproteobacteria,I3A,,,Proteobacteria (c. Gammaproteobacteria)
ASV07782,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Proteobacteria (f. Rhodanobacteraceae)
ASV07783,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07784,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,,Patescibacteria (c. Gracilibacteria)
ASV07785,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,Armatimonadetes (f. Fimbriimonadaceae)
ASV07786,Bacteria,Elusimicrobia,Lineage_IIa,,,,Elusimicrobia (lineage IIa)
ASV07787,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,Epsilonbacteraeota (g. Sulfurimonas)
ASV07788,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,,Bacteroidetes (c. Ignavibacteria)
ASV07789,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Proteobacteria (g. Coxiella)
ASV07790,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07791,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07792,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidetes (o. Bacteroidales)
ASV07793,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV07794,Bacteria,Dependentiae,Babeliae,Babeliales,,,Dependentiae (o. Babeliales)
ASV07795,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,,Bacteroidetes (o. Bacteroidales)
ASV07796,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07797,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,Firmicutes (f. Ruminococcaceae)
ASV07798,Bacteria,Elusimicrobia,Lineage_IIb,,,,Elusimicrobia (lineage IIb)
ASV07799,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Aliidongia,Proteobacteria (g. Aliidongia)
ASV07800,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,Proteobacteria (f. Sandaracinaceae)
ASV07801,Bacteria,,,,,,Bacteria
ASV07802,Bacteria,Acidobacteria,Holophagae,Subgroup_7,,,Acidobacteria (c. Holophagae)
ASV07803,Bacteria,,,,,,Bacteria
ASV07804,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Planctomycetes (g. Blastopirellula)
ASV07805,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,Proteobacteria (f. Paracaedibacteraceae)
ASV07806,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07807,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,,Proteobacteria (f. Neisseriaceae)
ASV07808,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV07809,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07810,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Shapirobacteria,,,Patescibacteria (o. Shapirobacteria)
ASV07811,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14,Planctomycetes (f. Rubinisphaeraceae)
ASV07812,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage,"Planctomycetes (f. Pirellulaceae, Pir4 lineage)"
ASV07813,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,Firmicutes (f. Christensenellaceae)
ASV07814,Bacteria,,,,,,Bacteria
ASV07815,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Syntrophorhabdaceae,Syntrophorhabdus,Proteobacteria (g. Syntrophorhabdus)
ASV07816,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07817,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Bacteroidetes (g. Mucilaginibacter)
ASV07818,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07819,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV07820,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Cardinium,Bacteroidetes (g. Cardinium)
ASV07821,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,,Chloroflexi (f. Roseiflexaceae)
ASV07822,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,,,Patescibacteria (o. Adlerbacteria)
ASV07823,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV07824,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV07825,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07826,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV07827,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV07828,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07829,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV07830,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,Proteobacteria (g. Cavicella)
ASV07831,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,Bacteroidetes (f. Flavobacteriaceae)
ASV07832,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07833,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,,Bacteroidetes (o. Bacteroidales)
ASV07834,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,,,Planctomycetes (o. Planctomycetales)
ASV07835,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,Chloroflexi (c. Anaerolineae)
ASV07836,Bacteria,Elusimicrobia,Lineage_IIa,,,,Elusimicrobia (lineage IIa)
ASV07837,Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,,,Proteobacteria (c. Gammaproteobacteria)
ASV07838,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Proteobacteria (g. Devosia)
ASV07839,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,"Proteobacteria (f. Bdellovibrionaceae, OM27 clade)"
ASV07840,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,"Proteobacteria (f. Bdellovibrionaceae, OM27 clade)"
ASV07841,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV07842,Bacteria,Planctomycetes,OM190,,,,Planctomycetes
ASV07843,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,,Bacteroidetes (o. Sphingobacteriales)
ASV07844,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,Proteobacteria (o. Rickettsiales)
ASV07845,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,Chloroflexi (g. Leptolinea)
ASV07846,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylomonas,Proteobacteria (g. Methylomonas)
ASV07847,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,Firmicutes (f. Ruminococcaceae)
ASV07848,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,,Spirochaetes (f. Spirochaetaceae)
ASV07849,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,,Bacteroidetes (o. Kryptoniales)
ASV07850,Bacteria,Latescibacteria,,,,,Latescibacteria
ASV07851,Bacteria,Zixibacteria,,,,,Zixibacteria
ASV07852,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,Bacteroidetes (f. Saprospiraceae)
ASV07853,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Proteobacteria (g. Desulfovibrio)
ASV07854,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,Proteobacteria (g. Dongia)
ASV07855,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,Kiritimatiellaeota (c. Kiritimatiellae)
ASV07856,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,Proteobacteria (f. Xanthobacteraceae)
ASV07857,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07858,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07859,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV07860,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,,,Patescibacteria (o. Nomurabacteria)
ASV07861,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07862,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,,,Bacteroidetes (c. Ignavibacteria)
ASV07863,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07864,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Firmicutes (g. Syntrophomonas)
ASV07865,Bacteria,Patescibacteria,Parcubacteria,,,,Patescibacteria (c. Parcubacteria)
ASV07866,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,,,Patescibacteria (o. Nomurabacteria)
ASV07867,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Proteobacteria (f. Sphingomonadaceae)
ASV07868,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,,Proteobacteria (f. Paracaedibacteraceae)
ASV07869,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV07870,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV07871,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07872,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,Kiritimatiellaeota (c. Kiritimatiellae)
ASV07873,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,Proteobacteria (g. Alysiosphaera)
ASV07874,Bacteria,Omnitrophicaeota,,,,,Omnitrophicaeota
ASV07875,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07876,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Spirochaetes (g. Treponema)
ASV07877,Archaea,Nanoarchaeaeota,Woesearchaeia,,,,Nanoarchaeaeota (c. Woesearchaeia)
ASV07878,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,,,Patescibacteria (o. Magasanikbacteria)
ASV07879,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,Planctomycetes (g. Pirellula)
ASV07880,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Lutispora,Firmicutes (g. Lutispora)
ASV07881,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria (g. Legionella)
ASV07882,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,Bacteroidetes (g. Schleiferia)
ASV07883,Bacteria,Proteobacteria,,,,,Proteobacteria
ASV07884,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,,Planctomycetes (f. Pirellulaceae)
ASV07885,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,,,Patescibacteria (o. Zambryskibacteria)
ASV07886,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Proteobacteria (g. Coxiella)
ASV07887,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Proteobacteria (g. Peredibacter)
ASV07888,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Proteobacteria (g. Aquicella)
ASV07889,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,Chloroflexi (f. Caldilineaceae)
ASV07890,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Verrucomicrobia (g. Opitutus)
ASV07891,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,Proteobacteria (o. Myxococcales)
ASV07892,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Firmicutes (g. Staphylococcus)
ASV07893,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07894,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,Chloroflexi (f. Anaerolineaceae)
ASV07895,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,Patescibacteria (o. Saccharimonadales)
ASV07896,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Actinobacteria (g. Microbacterium)
ASV07897,Bacteria,Acidobacteria,Blastocatellia,DS-100,,,Acidobacteria (c. Blastocatellia)
ASV07898,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,Proteobacteria (g. Aquicella)
ASV07899,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Actinobacteria (g. Gaiella)
ASV07900,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerosalibacter,Firmicutes (g. Anaerosalibacter)
ASV07901,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Acidaminobacter,Firmicutes (g. Acidaminobacter)
ASV07902,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV07903,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,Proteobacteria (o. Oligoflexales)
ASV07904,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Proteobacteria (g. Desulfobacca)
ASV07905,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07906,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,Spirochaetes (g. Spirochaeta)
ASV07907,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Proteobacteria (f. Rhodanobacteraceae)
ASV07908,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV07909,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Proteobacteria (o. Myxococcales)
ASV07910,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV07911,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07912,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,,Patescibacteria (c. Gracilibacteria)
ASV07913,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,,Chloroflexi (c. Anaerolineae)
ASV07914,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV07915,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,Proteobacteria (g. Silvanigrella)
ASV07916,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Bacteroidetes (g. Phaeodactylibacter)
ASV07917,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Proteobacteria (g. Roseomonas)
ASV07918,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Proteobacteria (c. Deltaproteobacteria)
ASV07919,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07920,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,,Proteobacteria (o. Myxococcales)
ASV07921,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,Proteobacteria (o. Myxococcales)
ASV07922,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,Chloroflexi (c. Anaerolineae)
ASV07923,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus,Proteobacteria (g. Captivus)
ASV07924,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,Planctomycetes (f. Gemmataceae)
ASV07925,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,,Proteobacteria (f. Midichloriaceae)
ASV07926,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,Chlamydiae (o. Chlamydiales)
ASV07927,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,Proteobacteria (o. Xanthomonadales)
ASV07928,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,,Verrucomicrobia (f. Methylacidiphilaceae)
ASV07929,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07930,Bacteria,Chloroflexi,Anaerolineae,20-Jan,,,Chloroflexi (c. Anaerolineae)
ASV07931,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,Acidobacteria (f. Thermoanaerobaculaceae)
ASV07932,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,Bacteroidetes (f. Chitinophagaceae)
ASV07933,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,,Proteobacteria (o. Betaproteobacteriales)
ASV07934,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),,,Patescibacteria (c. Gracilibacteria)
ASV07935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,Bacteroidetes (f. Rikenellaceae)
ASV07936,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07937,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,,Proteobacteria (f. Midichloriaceae)
ASV07938,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,,,Cyanobacteria (o. Obscuribacterales)
ASV07939,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07940,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Proteobacteria (g. Erythrobacter)
ASV07941,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Proteobacteria (g. Desulfobacca)
ASV07942,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,Proteobacteria (f. Oligoflexaceae)
ASV07943,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Proteobacteria (g. Rhizobium)
ASV07944,Bacteria,Bacteroidetes,Bacteroidia,,,,Bacteroidetes (c. Bacteroidia)
ASV07945,Bacteria,Acidobacteria,Subgroup_22,,,,Acidobacteria
ASV07946,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV07947,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,Proteobacteria (g. Steroidobacter)
ASV07948,Bacteria,Acidobacteria,Subgroup_6,,,,Acidobacteria
ASV07949,Bacteria,Elusimicrobia,Lineage_IIb,,,,Elusimicrobia (lineage IIb)
ASV07950,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07951,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Proteobacteria (g. Bdellovibrio)
ASV07952,Bacteria,Planctomycetes,028H05-P-BN-P5,,,,Planctomycetes
ASV07953,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,Proteobacteria (g. Pajaroellobacter)
ASV07954,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,,,Patescibacteria (o. Zambryskibacteria)
ASV07955,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,,,Bacteroidetes (o. Cytophagales)
ASV07956,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,,Proteobacteria (c. Deltaproteobacteria)
ASV07957,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,,Kiritimatiellaeota (c. Kiritimatiellae)
ASV07958,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,Verrucomicrobia (f. Pedosphaeraceae)
ASV07959,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,,,Bacteroidetes (o. Chitinophagales)
ASV07960,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Proteobacteria (c. Alphaproteobacteria)
ASV07961,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,Proteobacteria (o. Micavibrionales)
ASV07962,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chitinibacteraceae,Chitiniphilus,Proteobacteria (g. Chitiniphilus)
ASV07963,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,,Bacteroidetes (o. Chitinophagales)
ASV07964,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,TPD-58,Acidobacteria (f. Thermoanaerobaculaceae)
ASV07965,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Proteobacteria (c. Gammaproteobacteria)
ASV07966,Bacteria,Rokubacteria,Rokubacteria,Rokubacteriales,,,Rokubacteria (o. Rokubacteriales)
ASV07967,Bacteria,Omnitrophicaeota,,,,,Omnitrophicaeota
ASV07968,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,ZOR0006,Firmicutes (f. Erysipelotrichaceae)
